imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
7231,465696.606762,5247890.300335,473.629554,85.536273,30.364268,3.803292,465695.070041,5247888.458929,464.656006, 
7261,465697.102033,5247890.559831,473.591627,85.248051,31.143797,3.818697,465695.911130,5247887.720513,463.296997, 
7291,465697.615787,5247891.020236,473.601659,85.059943,31.707851,3.850767,465696.359530,5247886.951047,463.014008, 
7321,465698.187690,5247891.571574,473.571328,85.078086,32.458987,3.900548,465696.835568,5247887.037179,462.766998, 
7351,465698.763564,5247892.043259,473.621283,84.844505,32.797461,3.821216,465697.589981,5247886.966093,462.782013, 
7381,465699.433251,5247892.418810,473.869786,85.001537,31.222351,3.876603,465698.081641,5247887.141042,463.313995, 
7411,465700.268806,5247892.781483,474.107486,84.977346,32.241921,3.963352,465698.875729,5247887.403137,463.800995, 
7441,465700.882185,5247893.197653,474.158558,84.866736,32.765894,4.014900,465699.631174,5247887.509865,464.944000, 
7471,465701.329619,5247893.662934,474.107726,84.966071,32.574181,4.189159,465700.315969,5247887.150228,467.263000, 
7501,465701.814887,5247894.140314,474.033202,84.903039,33.727777,4.440703,465701.060853,5247888.034980,467.306000, 
7531,465702.375540,5247894.545421,473.992232,84.843175,33.494768,4.308063,465701.693240,5247889.042639,467.200989, 
7561,465703.000123,5247894.964367,474.021880,84.824244,37.116143,4.412230,465702.359405,5247889.372163,467.628998, 
7591,465703.659728,5247895.542583,474.164234,84.848253,33.007182,4.375503,465703.164095,5247890.156542,466.838989, 
7621,465704.363240,5247895.860376,474.333409,85.070865,32.209436,4.414262,465703.739462,5247891.742448,464.264008, 
7651,465705.235940,5247896.017743,474.599683,84.896904,32.836313,4.380185,465704.146250,5247892.895902,463.141998, 
7681,465706.041799,5247896.205784,474.812397,84.860375,32.962993,4.459799,465704.610048,5247893.471109,462.537994, 
7711,465706.707659,5247896.456037,474.927882,84.800842,32.813464,4.653415,465705.278418,5247894.178488,461.867004, 
7741,465707.287020,5247896.812293,475.035260,84.735649,32.729214,4.777232,465705.558666,5247894.343558,461.796997, 
7771,465707.876282,5247897.169426,475.138996,84.730971,32.092038,4.713625,465705.966839,5247894.441200,461.347015, 
7801,465708.494087,5247897.496871,475.250229,84.736905,30.308063,4.689509,465706.680073,5247893.781328,461.072998, 
7831,465709.117788,5247897.698958,475.333026,84.710690,32.128415,4.765157,465707.220148,5247893.200262,461.394012, 
7861,465709.666008,5247897.938271,475.391397,84.743880,31.985282,4.734805,465707.776233,5247892.774695,462.019989, 
7891,465710.100547,5247898.288150,475.394569,84.524791,32.552467,4.771951,465708.091685,5247892.506124,462.032990, 
7921,465710.521384,5247898.836833,475.395092,84.448946,32.721433,4.794622,465708.637154,5247892.847467,463.032990, 
7951,465711.040618,5247899.386118,475.457610,84.773806,32.606060,4.581707,465709.145520,5247893.300164,464.299011, 
7981,465711.709764,5247899.821711,475.558032,84.745339,33.379058,4.599113,465709.645446,5247893.597317,465.114014, 
8011,465712.365475,5247900.299588,475.706408,84.495035,33.483834,4.658882,465710.357999,5247894.115505,466.470001, 
8041,465713.014621,5247900.883518,475.794368,84.496693,34.075841,4.670109,465711.002942,5247894.689656,467.718994, 
8071,465713.538089,5247901.429132,475.848753,84.570795,32.604365,4.674400,465711.221485,5247895.922006,469.243988, 
8101,465714.158133,5247901.881656,475.969859,84.517455,34.083051,4.557034,465711.593546,5247896.297702,470.078003, 
8131,465714.880510,5247902.298870,476.101466,84.709309,33.271683,4.502796,465712.257724,5247897.583020,471.845001, 
8161,465715.579762,5247902.643575,476.208608,84.770527,33.153581,4.499157,465712.897800,5247898.612863,473.010986, 
8191,465716.236333,5247902.997884,476.297565,84.669551,33.921574,4.508107,465713.759813,5247898.874563,472.894012, 
8221,465716.875558,5247903.475606,476.314894,84.621780,34.131877,4.446581,465714.511210,5247899.581458,473.083008, 
8251,465717.504867,5247903.976401,476.414570,84.564874,33.742950,4.473953,465715.012548,5247900.123106,472.845001, 
8281,465718.188018,5247904.546925,476.576305,84.682087,33.474935,4.365099,465715.835341,5247900.129419,472.696991, 
8311,465718.917140,5247905.128278,476.793042,84.656841,34.077726,4.401185,465716.660598,5247900.558040,473.050995, 
8341,465719.686725,5247905.665878,477.017025,84.654017,33.388097,4.416461,465717.272696,5247900.676720,472.632996, 
8371,465720.421276,5247906.076860,477.174360,84.804210,33.607741,4.333274,465717.848994,5247901.129022,473.545990, 
8401,465721.102545,5247906.402168,477.306927,84.814437,33.965879,4.302510,465718.659277,5247901.579957,473.759003, 
8431,465721.829719,5247906.833821,477.328892,84.824096,33.238498,4.285692,465719.513236,5247901.752796,474.753998, 
8461,465722.482461,5247907.239590,477.386730,84.897849,33.379422,4.300441,465720.234384,5247902.448754,474.485992, 
8491,465723.063587,5247907.557647,477.478480,84.835496,33.142871,4.320155,465721.051379,5247902.755173,474.734985, 
8521,465723.717548,5247907.948042,477.518877,84.840788,34.184999,4.345278,465721.514908,5247903.285929,474.628998, 
8551,465724.430114,5247908.344831,477.543372,84.871375,34.444722,4.322897,465722.159658,5247903.826741,474.993011, 
8581,465725.131799,5247908.653946,477.579905,84.833243,33.765368,4.276955,465722.796603,5247904.323144,475.648010, 
8611,465725.908654,5247909.023044,477.657454,84.821685,34.708456,4.224548,465723.568953,5247904.740961,475.757996, 
8641,465726.646293,5247909.491084,477.840129,84.640068,35.895443,4.207034,465724.340596,5247905.036531,475.845001, 
8671,465727.436811,5247910.154545,478.202825,84.586355,34.436890,4.203378,465724.809414,5247905.178275,475.042999, 
8701,465728.171254,5247910.807297,478.491720,84.745173,33.826828,4.267524,465725.251335,5247905.886976,474.640991, 
8731,465728.897252,5247911.359345,478.681554,84.816285,33.284358,4.169607,465725.875713,5247906.816888,475.266998, 
8761,465729.522954,5247911.809021,478.720854,84.797981,33.627214,4.256279,465726.563030,5247906.890676,474.977997, 
8791,465730.062385,5247912.180791,478.659343,84.682194,34.397316,4.308248,465727.452461,5247906.674328,474.003998, 
8821,465730.607216,5247912.571850,478.581072,84.604560,34.114843,4.313052,465728.175755,5247906.447835,472.802002, 
8851,465731.210654,5247913.036988,478.595896,84.543921,34.590521,4.300241,465729.112417,5247906.564623,472.226990, 
8881,465731.947523,5247913.498609,478.746775,84.697133,33.958651,4.176896,465730.125843,5247906.903239,472.787018, 
8911,465732.747307,5247913.817252,478.855457,84.681312,34.900642,4.212717,465730.679573,5247907.366787,472.756012, 
8941,465733.464600,5247914.065962,478.957796,84.902924,33.984063,4.196314,465731.238376,5247907.407983,471.898987, 
8971,465734.190907,5247914.238744,479.127878,85.087557,33.203349,4.098168,465731.547650,5247907.372838,470.822998, 
9001,465734.964355,5247914.358385,479.252014,85.008604,33.582734,4.053847,465732.012999,5247908.214769,471.001007, 
9031,465735.763460,5247914.632159,479.321027,85.093632,33.781627,4.103780,465732.665623,5247908.811104,471.109985, 
9061,465736.406967,5247915.064472,479.471025,85.026912,33.956637,4.171364,465733.233724,5247909.152318,470.877991, 
9091,465736.941631,5247915.567422,479.679974,84.858695,34.032671,4.324143,465734.272586,5247909.968676,471.121002, 
9121,465737.318512,5247915.964536,479.790831,84.905027,33.152774,4.289562,465735.047531,5247910.831029,471.438995, 
9151,465737.757603,5247916.266432,479.804175,85.049701,34.446790,4.161503,465735.766653,5247911.182475,472.145996, 
9181,465738.268950,5247916.517963,479.797610,84.978164,34.139273,4.268676,465736.427477,5247911.889902,473.398010, 
9211,465738.721001,5247916.678388,479.791219,84.772315,35.111796,4.341839,465737.193119,5247912.452238,474.510010, 
9241,465738.985284,5247916.814826,479.797964,84.220754,35.089161,4.641227,465738.026442,5247912.969725,475.067993, 
9271,465738.917604,5247917.090416,479.830773,83.033329,44.065058,5.048564,465738.643142,5247913.877455,475.203003, 
9301,465738.765929,5247917.508402,479.830440,83.637638,44.506857,5.225404,465739.115187,5247914.574869,475.251007, 
9331,465738.793827,5247917.877636,479.761456,83.812520,43.864033,5.189578,465739.450665,5247915.150827,476.533997, 
9361,465738.877341,5247918.176603,479.755263,83.700771,43.523361,5.288526,465739.776456,5247915.360088,476.782990, 
9391,465739.040273,5247918.581964,479.707601,82.902018,62.396601,6.064967,465740.043689,5247915.880876,477.039001, 
9421,465739.337990,5247918.818216,479.987411,51.475077,85.032810,36.460226,465740.349151,5247916.490351,476.993988, 
9451,465739.611122,5247918.996435,480.133858,33.552100,86.577778,54.731360,465740.143520,5247917.469558,478.333008, 
9481,465739.925684,5247919.246473,480.089838,35.837436,86.365797,52.744603,465739.773769,5247918.783134,479.847992, 
9511,465740.114557,5247919.410230,480.057782,32.805801,86.122821,55.843289,465739.625014,5247919.161869,480.121002, 
9541,465740.293448,5247919.738193,480.000819,29.569783,86.017340,59.218903,465739.584585,5247919.995634,480.337006, 
9571,465740.544851,5247919.982063,479.938976,21.380039,86.216579,67.508839,465739.886054,5247919.916080,480.325012, 
9601,465740.768122,5247920.367409,479.840498,14.099384,86.215860,74.834951,465740.302928,5247920.213721,480.053009, 
9631,465740.804104,5247920.755265,479.686708,11.058458,86.250397,78.153609,465740.786256,5247920.255359,480.192993, 
9661,465740.831579,5247921.110358,479.607109,18.004006,85.928612,71.243098,465741.185912,5247920.186346,480.033997, 
9691,465740.922154,5247921.405182,479.559038,7.148266,85.888841,82.162908,465740.982185,5247920.198647,479.359985, 
9721,465741.015209,5247921.742410,479.398690,7.386920,85.924627,82.010274,465741.324401,5247919.340895,478.303009, 
9751,465741.130202,5247922.151239,479.295980,4.542706,85.864876,84.951373,465741.582840,5247919.650573,477.302002, 
9781,465741.218818,5247922.666806,479.217087,0.395876,85.784702,89.162833,465742.077991,5247920.425648,477.153992, 
9811,465741.194228,5247923.258230,479.177793,9.211629,85.654560,80.475523,465742.157156,5247921.058668,476.377991, 
9841,465741.043273,5247923.648740,479.377948,-4.236130,85.751682,93.964945,465742.041581,5247921.948441,475.976013, 
9871,465740.961841,5247924.088824,479.455502,9.274229,85.848102,80.611469,465741.983333,5247922.315534,476.170013, 
9901,465740.880001,5247924.510432,479.476775,1.898556,85.838913,88.179680,465741.849158,5247922.605273,476.027008, 
9931,465740.699890,5247924.913975,479.456531,0.344582,85.465106,89.562167,465741.990201,5247923.493550,475.980988, 
9961,465740.628872,5247925.233437,479.265492,-16.415759,85.903548,107.023871,465741.979771,5247924.293800,475.532990, 
9991,465740.757249,5247925.445340,479.060486,-15.939158,85.692685,106.395261,465741.954830,5247925.194158,475.141998, 
10021,465740.898102,5247925.688130,478.851020,-34.794800,85.983874,126.149042,465741.783755,5247925.628591,475.208008, 
10051,465740.922260,5247926.043118,478.840568,-25.053476,85.501249,115.565844,465741.916602,5247926.405778,474.993988, 
10081,465740.850165,5247926.578662,478.900881,-24.255968,85.949771,115.356593,465741.974362,5247927.250085,474.798004, 
10111,465740.527304,5247927.031630,479.014403,-26.398958,85.618946,117.138006,465741.739459,5247927.095862,475.796997, 
10141,465740.113369,5247927.484623,479.104909,-68.575382,79.548666,158.957831,465741.734638,5247927.562667,475.475006, 
10171,465739.677478,5247928.000580,479.272201,-70.451493,77.401937,160.863026,465742.223118,5247927.193066,476.263000, 
10201,465739.348059,5247928.596368,479.324170,-70.999872,77.473911,161.476677,465742.647946,5247927.557343,476.019989, 
10231,465739.131610,5247929.114469,479.347230,-71.100361,77.385706,161.717049,465742.686389,5247927.679370,476.243011, 
10261,465739.006876,5247929.637172,479.337919,-74.923035,74.072211,165.404759,465742.540224,5247928.502638,475.661011, 
10291,465738.845641,5247930.231761,479.296697,-74.816944,74.249150,165.287645,465742.344824,5247928.648256,476.148987, 
10321,465738.666809,5247930.857430,479.306283,-75.159401,73.509367,165.747376,465741.982331,5247928.617028,477.019989, 
10351,465738.512257,5247931.417600,479.360087,-75.424577,73.408273,166.118657,465741.971708,5247929.383937,476.743988, 
10381,465738.434805,5247932.055020,479.490143,-75.348152,73.510328,165.991762,465741.581224,5247929.730740,477.041992, 
10411,465738.346355,5247932.763527,479.669772,-74.208040,74.372615,164.940790,465741.531558,5247930.275602,476.815002, 
10441,465738.287723,5247933.464606,479.830740,-75.521020,72.917912,166.193139,465741.382026,5247930.520975,476.906006, 
10471,465738.225559,5247934.221411,479.971475,-74.492046,72.701090,165.095928,465741.180691,5247930.944472,477.019989, 
10501,465737.983551,5247934.921097,480.077833,-74.132715,72.928358,164.825165,465740.850138,5247931.213128,477.446014, 
10531,465737.620491,5247935.590091,480.092937,-76.127215,70.801870,166.994099,465740.441477,5247932.326884,476.682983, 
10561,465737.131242,5247936.219073,479.908093,-73.910973,73.149371,164.970742,465739.879798,5247933.085892,476.705994, 
10591,465736.896455,5247936.895088,479.718621,-74.413010,72.754165,165.497064,465739.694212,5247933.620434,476.380005, 
10621,465736.963915,5247937.424454,479.691438,-75.647691,71.382255,166.851644,465739.743646,5247934.331425,476.609009, 
10651,465737.051219,5247938.014436,479.711312,-74.703677,72.278472,165.879380,465739.703477,5247935.209644,477.061005, 
10681,465737.116517,5247938.687994,479.796257,-74.449441,72.526196,165.678687,465739.539956,5247935.644033,477.721985, 
10711,465737.071319,5247939.370094,479.887303,-73.470492,73.164431,164.851329,465739.299713,5247935.867708,477.980011, 
10741,465736.988780,5247940.033520,479.966188,-75.134615,71.500125,166.419948,465738.743695,5247936.304386,477.489990, 
10771,465736.986611,5247940.735578,480.063879,-73.019065,73.385811,164.420451,465738.452112,5247936.783976,476.936005, 
10801,465736.891824,5247941.424499,480.112155,-72.407783,73.651095,163.950512,465738.177057,5247937.507973,476.523010, 
10831,465736.773269,5247941.996241,480.061638,-74.969050,71.195071,166.505949,465738.422093,5247938.106686,476.515015, 
10861,465736.662115,5247942.535584,480.009194,-71.940448,73.789444,163.634612,465738.297715,5247938.785349,476.735992, 
10891,465736.638298,5247943.129416,480.047489,-70.062540,75.374143,161.825421,465738.324840,5247939.552039,476.953003, 
10921,465736.638654,5247943.709900,480.163574,-73.121559,72.941515,164.723898,465738.335687,5247940.118776,477.334991, 
10951,465736.382662,5247944.360941,480.214521,-73.674278,72.040052,165.293960,465738.105914,5247940.842508,477.813995, 
10981,465736.034759,5247945.143911,480.217590,-72.776133,72.897372,164.426335,465737.884210,5247941.655103,478.178986, 
11011,465735.646260,5247945.946552,480.252527,-73.301422,72.399789,164.967444,465737.765784,5247942.055888,478.846985, 
11041,465735.294027,5247946.733543,480.219615,-72.937978,72.867216,164.745094,465737.632500,5247942.501215,479.342987, 
11071,465735.042273,5247947.440604,480.189554,-72.425029,73.206843,164.306373,465737.728653,5247943.456436,479.135010, 
11101,465734.920435,5247948.024562,480.157044,-73.455411,72.317201,165.299556,465737.791951,5247943.956185,479.536987, 
11131,465734.837265,5247948.683213,480.191862,-73.011873,72.922625,164.797980,465737.393848,5247944.291918,479.595001, 
11161,465734.671481,5247949.438589,480.295634,-72.980689,72.928296,164.892611,465736.763658,5247944.951302,479.920990, 
11191,465734.507687,5247950.177564,480.368881,-73.943227,72.272678,165.878172,465736.234173,5247946.054649,479.976990, 
11221,465734.303929,5247950.975474,480.457550,-73.568255,72.559571,165.589888,465735.531153,5247947.170122,480.376984, 
11251,465734.083853,5247951.768950,480.554874,-71.334678,75.132493,163.572726,465735.113071,5247947.961636,480.201996, 
11281,465733.928010,5247952.459988,480.591575,-73.220467,73.362344,165.421795,465734.829942,5247948.596769,480.529999, 
11311,465733.756765,5247953.083905,480.592017,-74.043465,72.600681,166.247248,465734.720809,5247949.297571,479.772003, 
11341,465733.562551,5247953.687249,480.641872,-73.613338,73.077823,165.881678,465734.393821,5247950.177462,479.907013, 
11371,465733.431880,5247954.264447,480.666543,-75.217417,71.608396,167.447680,465734.512741,5247951.154778,479.549988, 
11401,465733.400829,5247954.790804,480.602592,-75.285331,71.269824,167.487914,465734.503544,5247952.166180,478.877014, 
11431,465733.292551,5247955.419634,480.554847,-74.839431,71.372652,167.096222,465734.312088,5247952.989714,478.613007, 
11461,465733.084291,5247956.135038,480.551232,-74.072323,72.386317,166.279132,465734.263278,5247953.679050,478.312012, 
